DATETIME,PM2.5,TARGET,PM25_LAG_1,PM25_LAG_3,PM25_LAG_6,PM25_LAG_24,PM25_LAG_168,PM25_ROLLING_MEAN_3,PM25_ROLLING_STD_3,PM25_ROLLING_MEAN_6,PM25_ROLLING_STD_6,PM25_ROLLING_MEAN_24,PM25_ROLLING_STD_24,PM25_ROLLING_MEAN_168,PM25_ROLLING_STD_168,HOUR_SIN,HOUR_COS,DOW_SIN,DOW_COS,MONTH_SIN,MONTH_COS,WIND_DIR_SIN_LAG1,WIND_DIR_COS_LAG1,PM10_LAG_1,PM10_LAG_24,SO2_LAG_1,SO2_LAG_24,NO2_LAG_1,NO2_LAG_24,CO_LAG_1,CO_LAG_24,O3_LAG_1,O3_LAG_24,TEMP_LAG_1,TEMP_LAG_24,PRES_LAG_1,PRES_LAG_24,DEWP_LAG_1,DEWP_LAG_24,RAIN_LAG_1,RAIN_LAG_24,WSPM_LAG_1,WSPM_LAG_24
2013-03-01 10:00:00,3.0,3.0,3.0,3.0,3.0,,,3.0,0.0,3.3333333333333335,0.8164965809277263,,,,,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.0,1.0,8.0,,12.0,,28.0,,400.0,,59.0,,1.2,,1028.5,,-19.3,,0.0,,2.6,
2013-03-01 11:00:00,3.0,3.0,3.0,3.0,5.0,,,3.0,0.0,3.3333333333333335,0.8164965809277263,,,,,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,-0.38268343236508956,0.9238795325112868,6.0,,9.0,,12.0,,400.0,,72.0,,1.9,,1028.2,,-19.4,,0.0,,3.6,
2013-03-01 12:00:00,3.0,3.0,3.0,3.0,3.0,,,3.0,0.0,3.0,0.0,,,,,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.0,1.0,6.0,,9.0,,14.0,,400.0,,71.0,,2.9,,1028.2,,-20.5,,0.0,,3.7,
2013-03-01 13:00:00,3.0,6.0,3.0,3.0,3.0,,,3.0,0.0,3.0,0.0,,,,,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,-0.38268343236508956,0.9238795325112868,6.0,,7.0,,13.0,,300.0,,74.0,,3.9,,1027.3,,-19.7,,0.0,,5.1,
2013-03-01 14:00:00,6.0,8.0,3.0,3.0,3.0,,,3.0,0.0,3.0,0.0,,,,,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,-0.7071067811865477,0.7071067811865474,6.0,,7.0,,12.0,,400.0,,76.0,,5.3,,1026.2,,-19.3,,0.0,,4.3,
2013-03-01 15:00:00,8.0,9.0,6.0,3.0,3.0,,,4.0,1.7320508075688772,3.5,1.2247448713915892,,,,,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,-0.7071067811865477,0.7071067811865474,9.0,,7.0,,11.0,,400.0,,77.0,,6.0,,1025.9,,-19.6,,0.0,,4.4,
2013-03-01 16:00:00,9.0,10.0,8.0,3.0,3.0,,,5.666666666666667,2.516611478423583,4.333333333333333,2.160246899469287,,,,,-0.8660254037844384,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.3826834323650898,0.9238795325112867,15.0,,7.0,,14.0,,400.0,,76.0,,6.2,,1025.7,,-18.6,,0.0,,2.8,
2013-03-01 17:00:00,10.0,11.0,9.0,6.0,3.0,,,7.666666666666667,1.5275252316519463,5.333333333333333,2.7325202042558927,,,,,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,-0.38268343236508956,0.9238795325112868,19.0,,9.0,,13.0,,400.0,,76.0,,5.9,,1025.6,,-18.1,,0.0,,3.9,
2013-03-01 18:00:00,11.0,8.0,10.0,8.0,3.0,,,9.0,0.9999999999999991,6.5,3.016620625799671,,,,,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.3826834323650898,0.9238795325112867,23.0,,11.0,,15.0,,400.0,,74.0,,4.3,,1026.3,,-18.7,,0.0,,2.8,
2013-03-01 19:00:00,8.0,11.0,11.0,9.0,3.0,,,10.0,0.9999999999999991,7.833333333333333,2.926886855802024,,,,,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.3826834323650898,0.9238795325112867,20.0,,8.0,,20.0,,500.0,,70.0,,3.1,,1027.4,,-18.4,,0.0,,2.1,
2013-03-01 20:00:00,11.0,12.0,8.0,10.0,6.0,,,9.666666666666666,1.5275252316519459,8.666666666666666,1.7511900715418243,,,,,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.0,1.0,14.0,,12.0,,30.0,,500.0,,60.0,,2.3,,1028.3,,-18.4,,0.0,,2.8,
2013-03-01 21:00:00,12.0,15.0,11.0,11.0,8.0,,,10.0,1.7320508075688765,9.5,1.3784048752090188,,,,,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.0,1.0,17.0,,13.0,,33.0,,600.0,,55.0,,1.7,,1029.1,,-17.3,,0.0,,2.1,
2013-03-01 22:00:00,15.0,24.0,12.0,8.0,9.0,,,10.333333333333334,2.081665999466132,10.166666666666666,1.4719601443879708,,,,,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.9238795325112867,0.38268343236508984,18.0,,16.0,,35.0,,500.0,,50.0,,0.6,,1030.1,,-16.7,,0.0,,0.8,
2013-03-01 23:00:00,24.0,22.0,15.0,11.0,10.0,,,12.666666666666666,2.081665999466132,11.166666666666666,2.3166067138525377,,,,,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0.9238795325112867,0.38268343236508984,19.0,,21.0,,57.0,,700.0,,32.0,,0.9,,1030.5,,-17.4,,0.0,,1.8,
2013-03-02 00:00:00,22.0,14.0,24.0,12.0,11.0,4.0,,17.0,6.244997998398398,13.5,5.61248608016091,7.125,5.041674152587567,,,0.0,1.0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.9238795325112867,0.38268343236508984,24.0,4.0,26.0,4.0,54.0,7.0,600.0,300.0,36.0,77.0,-0.2,-0.7,1030.5,1023.0,-17.4,-18.8,0.0,0.0,1.4,4.4
2013-03-02 01:00:00,14.0,13.0,22.0,15.0,8.0,8.0,,20.333333333333332,4.725815626252609,15.333333333333334,6.377042156569662,7.875,5.8332815732693275,,,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.9238795325112867,0.38268343236508984,24.0,8.0,24.0,4.0,44.0,7.0,500.0,300.0,44.0,77.0,-0.4,-1.1,1031.0,1023.2,-17.6,-18.2,0.0,0.0,1.4,4.7
2013-03-02 02:00:00,13.0,3.0,14.0,24.0,11.0,7.0,,20.0,5.291502622129181,16.333333333333332,5.3913510984415245,8.125,5.965935911853883,,,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.3826834323650898,0.9238795325112867,17.0,7.0,21.0,5.0,36.0,10.0,400.0,300.0,50.0,73.0,-1.0,-1.1,1031.3,1023.5,-17.3,-18.2,0.0,0.0,1.1,5.6
2013-03-02 03:00:00,3.0,3.0,13.0,22.0,12.0,6.0,,16.333333333333332,4.932882862316248,16.666666666666668,5.04645089807348,8.375,6.041972755864486,,,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,13.0,6.0,20.0,11.0,37.0,11.0,400.0,300.0,47.0,72.0,-1.5,-1.4,1030.9,1024.5,-16.9,-19.4,0.0,0.0,1.7,3.1
2013-03-02 04:00:00,3.0,9.0,3.0,14.0,15.0,3.0,,10.0,6.082762530298218,15.166666666666666,7.467708260682565,8.25,6.123724356957945,,,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.3826834323650898,0.9238795325112867,9.0,3.0,13.0,12.0,34.0,12.0,400.0,300.0,52.0,72.0,-1.4,-2.0,1030.6,1025.2,-17.6,-19.5,0.0,0.0,1.4,2.0
2013-03-02 05:00:00,9.0,4.0,3.0,13.0,24.0,5.0,,6.333333333333333,5.773502691896254,13.166666666666666,8.975893641675276,8.25,6.123724356957945,,,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,-0.38268343236508956,0.9238795325112868,7.0,5.0,18.0,18.0,43.0,18.0,400.0,400.0,43.0,66.0,-1.5,-2.2,1030.8,1025.6,-17.7,-19.6,0.0,0.0,0.9,3.7
2013-03-02 06:00:00,4.0,3.0,9.0,3.0,22.0,3.0,,5.0,3.4641016151377473,10.666666666666666,7.284687135812123,8.416666666666666,6.085740044074999,,,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.3826834323650898,0.9238795325112867,11.0,3.0,19.0,18.0,70.0,32.0,500.0,500.0,20.0,50.0,-1.8,-2.6,1030.1,1026.5,-17.5,-19.1,0.0,0.0,2.0,2.5
2013-03-02 07:00:00,3.0,3.0,4.0,3.0,14.0,3.0,,5.333333333333333,3.2145502536643105,7.666666666666667,5.0464508980734815,8.458333333333334,6.050362307992061,,,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,-0.7071067811865477,0.7071067811865474,10.0,6.0,28.0,19.0,46.0,41.0,500.0,500.0,39.0,43.0,-2.5,-1.6,1029.6,1027.4,-17.7,-19.1,0.0,0.0,0.7,3.8
2013-03-02 08:00:00,3.0,10.0,3.0,9.0,13.0,3.0,,5.333333333333333,3.2145502536643105,5.833333333333333,4.215052391924288,8.458333333333334,6.05036230799206,,,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.7071067811865475,0.7071067811865476,11.0,6.0,34.0,16.0,58.0,43.0,500.0,500.0,27.0,45.0,-1.7,0.1,1029.8,1028.3,-17.0,-19.2,0.0,0.0,1.2,4.1
2013-03-02 09:00:00,10.0,11.0,3.0,4.0,3.0,3.0,,3.3333333333333335,0.5773502691895696,4.166666666666667,2.401388487243717,8.458333333333334,6.05036230799206,,,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.7071067811865475,0.7071067811865476,7.0,8.0,21.0,12.0,49.0,28.0,500.0,400.0,43.0,59.0,-0.4,1.2,1029.6,1028.5,-17.6,-19.3,0.0,0.0,1.8,2.6
2013-03-02 10:00:00,11.0,18.0,10.0,3.0,3.0,3.0,,5.333333333333333,4.041451884327374,5.333333333333333,3.2659863237109037,8.75,5.943575267170572,,,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.7071067811865475,0.7071067811865476,14.0,6.0,47.0,9.0,62.0,12.0,700.0,400.0,29.0,72.0,0.6,1.9,1029.7,1028.2,-16.7,-19.4,0.0,0.0,1.7,3.6
2013-03-02 11:00:00,18.0,26.0,11.0,3.0,9.0,3.0,,8.0,4.3588989435406695,6.666666666666667,3.72379734500505,9.083333333333334,5.830330490048433,,,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,19.0,6.0,36.0,9.0,60.0,14.0,600.0,400.0,34.0,71.0,1.7,2.9,1028.9,1028.2,-16.3,-20.5,0.0,0.0,1.6,3.7
2013-03-02 12:00:00,26.0,25.0,18.0,10.0,4.0,3.0,,13.0,4.358898943540674,8.166666666666666,5.980523945831724,9.708333333333334,5.952560038713826,,,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,-0.38268343236508967,-0.9238795325112868,29.0,6.0,36.0,7.0,70.0,13.0,800.0,300.0,27.0,74.0,2.2,3.9,1028.2,1027.3,-16.8,-19.7,0.0,0.0,3.1,5.1
2013-03-02 13:00:00,25.0,26.0,26.0,11.0,3.0,3.0,,18.333333333333332,7.505553499465137,11.833333333333334,8.931218655181757,10.666666666666666,6.637617871984854,,,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,-0.9238795325112868,-0.3826834323650895,30.0,6.0,25.0,7.0,76.0,12.0,900.0,400.0,22.0,76.0,2.7,5.3,1027.3,1026.2,-16.4,-19.3,0.0,0.0,2.7,4.3
2013-03-02 14:00:00,26.0,37.0,25.0,18.0,3.0,6.0,,23.0,4.3588989435406775,15.5,9.093954035511723,11.583333333333334,7.039742254833818,,,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,33.0,9.0,20.0,7.0,57.0,11.0,700.0,400.0,39.0,77.0,3.3,6.0,1025.7,1025.9,-16.4,-19.6,0.0,0.0,1.5,4.4
2013-03-02 15:00:00,37.0,37.0,26.0,26.0,10.0,8.0,,25.666666666666668,0.5773502691896563,19.333333333333332,7.474400756359442,12.416666666666666,7.517612171003712,,,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.7071067811865476,-0.7071067811865475,35.0,15.0,22.0,7.0,54.0,14.0,700.0,400.0,43.0,76.0,3.8,6.2,1024.8,1025.7,-16.0,-18.6,0.0,0.0,1.3,2.8
2013-03-02 16:00:00,37.0,44.0,37.0,25.0,11.0,9.0,,29.333333333333332,6.658328118479396,23.833333333333332,8.750238091998787,13.625,8.967635042800834,,,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,-0.9238795325112866,0.38268343236509,40.0,19.0,24.0,9.0,55.0,13.0,700.0,400.0,44.0,76.0,3.9,5.9,1024.1,1025.6,-16.5,-18.1,0.0,0.0,1.2,3.9
2013-03-02 17:00:00,44.0,54.0,37.0,26.0,18.0,10.0,,33.333333333333336,6.350852961085887,28.166666666666668,7.467708260682559,14.791666666666666,10.090801522293399,,,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,-0.9238795325112868,-0.3826834323650895,46.0,23.0,29.0,11.0,63.0,15.0,1000.0,400.0,38.0,74.0,3.5,4.3,1023.6,1026.3,-15.2,-18.7,0.0,0.0,2.5,2.8
2013-03-02 18:00:00,54.0,61.0,44.0,37.0,26.0,11.0,,39.333333333333336,4.041451884327384,32.5,7.918333157931653,16.208333333333332,11.654367222733233,,,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.3826834323650899,-0.9238795325112867,58.0,20.0,45.0,8.0,77.0,20.0,1200.0,500.0,30.0,70.0,2.2,3.1,1023.4,1027.4,-13.6,-18.4,0.0,0.0,0.4,2.1
2013-03-02 19:00:00,61.0,67.0,54.0,37.0,25.0,8.0,,45.0,8.544003745317532,37.166666666666664,10.980285363626328,18.0,13.906520209880904,,,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,79.0,14.0,50.0,12.0,80.0,30.0,1100.0,500.0,24.0,60.0,1.2,2.3,1023.2,1028.3,-12.3,-18.4,0.0,0.0,0.9,2.8
2013-03-02 20:00:00,67.0,74.0,61.0,44.0,26.0,11.0,,53.0,8.544003745317532,43.166666666666664,12.703018014104625,20.208333333333332,16.258721182576245,,,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.7071067811865475,0.7071067811865476,86.0,17.0,50.0,13.0,97.0,33.0,1300.0,600.0,10.0,55.0,1.5,1.7,1022.9,1029.1,-13.8,-17.3,0.0,0.0,1.2,2.1
2013-03-02 21:00:00,74.0,81.0,67.0,54.0,37.0,12.0,,60.666666666666664,6.506407098647714,50.0,12.649110640673518,22.541666666666668,18.712885973287904,,,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.3826834323650898,0.9238795325112867,96.0,18.0,54.0,16.0,108.0,35.0,1399.0,500.0,2.0,50.0,1.2,0.6,1022.9,1030.1,-14.1,-16.7,0.0,0.0,1.2,0.8
2013-03-02 22:00:00,81.0,93.0,74.0,61.0,37.0,15.0,,67.33333333333333,6.506407098647717,56.166666666666664,13.991664185030555,25.125,21.295667042443366,,,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.7071067811865475,0.7071067811865476,103.0,19.0,72.0,21.0,107.0,57.0,1399.0,700.0,2.0,32.0,0.6,0.9,1022.6,1030.5,-14.2,-17.4,0.0,0.0,1.3,1.8
2013-03-02 23:00:00,93.0,112.0,81.0,67.0,44.0,24.0,,74.0,7.000000000000007,63.5,13.457340004622015,27.875,24.01867479963111,,,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0.3826834323650898,0.9238795325112867,113.0,24.0,84.0,26.0,110.0,54.0,1500.0,600.0,3.0,36.0,-0.6,-0.2,1022.3,1030.5,-13.9,-17.4,0.0,0.0,1.4,1.4
2013-03-03 00:00:00,112.0,109.0,93.0,74.0,54.0,22.0,,82.66666666666667,9.609023536933053,71.66666666666667,14.109098719148104,30.75,27.423014770999096,,,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.0,1.0,120.0,24.0,87.0,24.0,107.0,44.0,1700.0,500.0,2.0,44.0,-0.8,-0.4,1021.1,1031.0,-13.4,-17.6,0.0,0.0,1.3,1.4
2013-03-03 01:00:00,109.0,110.0,112.0,81.0,61.0,14.0,,95.33333333333333,15.631165450257809,81.33333333333333,18.70472311120019,34.5,31.95377095525455,,,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.3826834323650898,0.9238795325112867,130.0,17.0,73.0,21.0,100.0,36.0,1899.0,400.0,2.0,50.0,-1.4,-1.0,1020.4,1031.3,-13.0,-17.3,0.0,0.0,1.2,1.1
2013-03-03 02:00:00,110.0,105.0,109.0,93.0,67.0,13.0,,104.66666666666667,10.214368964029715,89.33333333333333,18.532853710820316,38.458333333333336,35.03908273400688,,,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.7071067811865475,0.7071067811865476,132.0,13.0,80.0,20.0,101.0,37.0,2200.0,400.0,2.0,47.0,-2.0,-1.5,1019.4,1030.9,-13.2,-16.9,0.0,0.0,1.2,1.7
2013-03-03 03:00:00,105.0,106.0,110.0,112.0,74.0,3.0,,110.33333333333333,1.5275252316519743,96.5,16.355427233796114,42.5,37.48390959146163,,,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.7071067811865475,0.7071067811865476,132.0,9.0,98.0,13.0,99.0,34.0,2399.0,400.0,2.0,52.0,-2.8,-1.4,1018.3,1030.6,-12.3,-17.6,0.0,0.0,1.4,1.4
2013-03-03 04:00:00,106.0,101.0,105.0,109.0,81.0,3.0,,108.0,2.6457513110646054,101.66666666666667,12.192894105447898,46.75,38.57713898378044,,,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.7071067811865475,0.7071067811865476,129.0,7.0,88.0,18.0,100.0,43.0,2500.0,400.0,2.0,43.0,-2.6,-1.5,1017.2,1030.8,-13.2,-17.7,0.0,0.0,1.2,0.9
2013-03-03 05:00:00,101.0,91.0,106.0,110.0,93.0,9.0,,107.0,2.6457513110646054,105.83333333333333,6.794605703546447,51.041666666666664,39.222308610708055,,,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.3826834323650898,0.9238795325112867,136.0,11.0,79.0,19.0,92.0,70.0,2799.0,500.0,2.0,20.0,-4.3,-1.8,1016.9,1030.1,-11.8,-17.5,0.0,0.0,0.9,2.0
2013-03-03 06:00:00,91.0,79.0,101.0,105.0,112.0,4.0,,104.0,2.6457513110646054,107.16666666666667,3.970726214014992,54.875,39.42997370132215,,,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.0,1.0,135.0,10.0,64.0,28.0,87.0,46.0,2399.0,500.0,2.0,39.0,-5.6,-2.5,1016.3,1029.6,-10.9,-17.7,0.0,0.0,0.8,0.7
2013-03-03 07:00:00,79.0,77.0,91.0,106.0,109.0,3.0,,99.33333333333333,7.637626158259736,103.66666666666667,6.976149845485412,58.5,38.53851828112165,,,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.3826834323650898,0.9238795325112867,142.0,11.0,67.0,34.0,87.0,58.0,2100.0,500.0,2.0,27.0,-5.8,-1.7,1016.2,1029.8,-11.0,-17.0,0.0,0.0,0.8,1.2
2013-03-03 08:00:00,77.0,83.0,79.0,101.0,110.0,3.0,,90.33333333333333,11.015141094572202,98.66666666666667,11.604596790352801,61.666666666666664,36.86599312747945,,,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.7071067811865475,0.7071067811865476,116.0,7.0,83.0,21.0,91.0,49.0,2000.0,500.0,2.0,43.0,-3.1,-0.4,1016.5,1029.6,-11.1,-17.6,0.0,0.0,1.5,1.8
2013-03-03 09:00:00,83.0,94.0,77.0,91.0,105.0,10.0,,82.33333333333333,7.5718777944003595,93.16666666666667,12.906070922890008,64.75,34.7816168336841,,,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.3826834323650898,0.9238795325112867,110.0,14.0,123.0,47.0,90.0,62.0,2299.0,700.0,2.0,29.0,0.7,0.6,1016.2,1029.7,-13.0,-16.7,0.0,0.0,2.3,1.7
2013-03-03 10:00:00,94.0,96.0,83.0,79.0,106.0,11.0,,79.66666666666667,3.055050463303874,89.5,11.962441222426154,67.79166666666667,32.92808919404547,,,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0.3826834323650898,0.9238795325112867,119.0,19.0,135.0,36.0,90.0,60.0,2600.0,600.0,3.0,34.0,3.5,1.7,1015.8,1028.9,-13.8,-16.3,0.0,0.0,0.4,1.6
